transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,device_type,is_anomaly,hour,day_of_week,day_of_month,month,customer_avg_amount,customer_std_amount,customer_min_amount,customer_max_amount,customer_transaction_count,customer_unique_countries,customer_unique_channels,amount_deviation,currency_encoded,origin_country_encoded,destination_country_encoded,channel_encoded,device_type_encoded,anomaly_score,predicted_anomaly
TXN00001962,CUST000025,2025-01-20 14:16:22.664021,758.84,EUR,ES,DE,cajero,pos,0,14,0,20,1,8059.671884057971,21831.48288347488,113.57,98345.17,69,11,4,-0.3344175896200731,1,2,3,1,3,0.5101761275318921,0
TXN00001963,CUST000068,2024-12-09 02:32:22.664021,527.52,EUR,ES,ES,sucursal,desktop,0,2,0,9,12,759.856590909091,491.71454812415806,146.29,2320.43,44,5,4,-0.47250298231550997,1,2,4,2,1,0.44810691651054124,0
TXN00001964,CUST000040,2025-04-19 11:05:22.664021,15.08,EUR,IT,ES,cajero,mobile,0,11,5,19,4,3628.3949350649345,15519.208478751982,12.24,86491.01,77,6,4,-0.23282855822055948,1,5,4,1,2,0.45850342010549283,0
TXN00001965,CUST000130,2025-02-21 10:47:22.664021,10624.74,EUR,IT,ES,cajero,pos,0,10,4,21,2,5477.731875,3585.6029816829373,1158.54,14850.38,64,6,4,1.435465150452529,1,5,4,1,3,0.47892756724222124,0
TXN00001966,CUST000124,2024-12-25 14:12:22.664021,1462.77,EUR,DE,IT,sucursal,mobile,0,14,2,25,12,909.7118867924529,685.5308862425715,105.13,2668.3,53,5,4,0.8067588543415264,1,1,8,2,2,0.467640318237819,0
TXN00001967,CUST000112,2025-10-28 03:24:22.664021,8060.04,USD,US,US,app,desktop,0,3,1,28,10,7212.2430952380955,6561.998481108902,680.3,24787.28,42,6,4,0.12919797331154495,3,6,14,0,1,0.5695624484011332,1
TXN00001968,CUST000134,2025-06-17 08:39:22.664021,133.81,EUR,FR,IT,cajero,tablet,0,8,1,17,6,159.77609756097561,110.03255829249015,11.1,483.71,41,3,4,-0.2359855821580243,1,3,8,1,4,0.4558545544831311,0
TXN00001969,CUST000152,2025-06-20 15:35:22.664021,344.51,CHF,GB,ES,app,pos,0,15,4,20,6,951.1576086956521,716.2417846887702,125.83,2743.37,46,5,4,-0.846987177817715,0,4,4,0,3,0.4768042189311435,0
TXN00001970,CUST000079,2025-10-08 12:24:22.664021,20297.72,EUR,FR,FR,sucursal,pos,0,12,2,8,10,8145.75744680851,6052.306858239896,540.85,22648.11,47,6,4,2.0078232706656984,1,3,5,2,3,0.47788529673282215,0
TXN00001971,CUST000091,2025-09-12 08:51:22.664021,5183.47,GBP,GB,US,app,desktop,0,8,4,12,9,7200.981951219513,5225.722639258717,656.16,24278.3,41,6,4,-0.3860732936104754,2,4,14,0,1,0.5143384084712465,0
TXN00001972,CUST000076,2025-11-27 03:05:22.664021,68.89,EUR,ES,ES,web,pos,0,3,3,27,11,157.1376595744681,106.39921381723207,16.86,457.19,47,3,4,-0.8294014173512096,1,2,4,3,3,0.46432544634368267,0
TXN00001973,CUST000113,2025-03-02 08:30:22.664021,7471.37,CHF,CH,GB,sucursal,pos,0,8,6,2,3,5951.366734693877,5946.201402798187,518.29,22408.12,49,6,4,0.2556259302510688,0,0,6,2,3,0.5180936691202682,0
TXN00001974,CUST000003,2025-03-17 07:24:22.664021,36.6,EUR,ES,IT,sucursal,tablet,0,7,0,17,3,9508.651851851851,26878.185771176377,14.93,97694.39,54,8,4,-0.35240666658599706,1,2,8,2,4,0.5062131593436761,0
TXN00001975,CUST000103,2025-07-02 06:59:22.664021,5625.8,EUR,ES,US,web,pos,0,6,2,2,7,5214.038510638298,3364.444087380351,1126.94,12261.04,47,6,4,0.12238618878636935,1,2,14,3,3,0.4783547735912038,0
TXN00001976,CUST000097,2025-07-07 06:58:22.664021,3706.75,GBP,GB,US,cajero,mobile,0,6,0,7,7,6028.589047619047,4895.208384788782,512.34,20827.36,42,6,4,-0.4743085206259143,2,4,14,1,2,0.4992533110121751,0
TXN00001977,CUST000183,2025-03-16 07:59:22.664021,184.1,EUR,IT,IT,web,pos,0,7,6,16,3,130.27577777777776,87.83114664174686,10.48,389.78,45,3,4,0.6128147436005851,1,5,8,3,3,0.487850866194294,0
TXN00001978,CUST000147,2025-06-16 08:44:22.664021,1101.13,EUR,US,IT,app,desktop,0,8,0,16,6,5159.978620689655,3565.2608325444103,1101.13,13831.0,58,6,4,-1.1384436679923202,1,6,8,0,1,0.49361869265526676,0
TXN00001979,CUST000049,2025-09-26 12:15:22.664021,748.52,EUR,ES,FR,sucursal,atm,0,12,4,26,9,10261.296226415094,22484.211989396645,121.09,98860.64,53,7,4,-0.42308693008579296,1,2,5,2,0,0.4658355495349833,0
TXN00001980,CUST000171,2025-03-27 07:57:22.664021,8360.4,EUR,IT,DE,web,pos,0,7,3,27,3,5145.970204081633,3309.986413680884,1048.73,12932.63,49,6,4,0.9711308123988993,1,5,3,3,3,0.465203620138344,0
TXN00001981,CUST000105,2025-08-18 01:21:22.664021,3872.06,USD,US,ES,sucursal,tablet,0,1,0,18,8,4980.748490566038,3710.328094247605,1074.39,14077.93,53,6,4,-0.2988114425746089,3,6,4,2,4,0.5156182484779841,0
TXN00001982,CUST000031,2025-01-13 12:15:22.664021,5015.59,EUR,ES,ES,cajero,mobile,0,12,0,13,1,13481.367307692308,19770.345107118912,650.1,96447.91,52,10,4,-0.42820584372175385,1,2,4,1,2,0.47984617154310316,0
TXN00001983,CUST000007,2025-06-24 08:50:22.664021,18279.66,EUR,DE,DE,cajero,pos,0,8,1,24,6,14999.866125,16755.28120374154,1084.09,96865.2,80,13,4,0.19574687138475824,1,1,3,1,3,0.5527211255288595,0
TXN00001984,CUST000189,2025-06-09 08:36:22.664021,6741.77,EUR,DE,CH,web,mobile,0,8,0,9,6,7299.777222222222,5820.825465841291,680.44,24792.93,54,6,4,-0.09586393294231992,1,1,1,3,2,0.4625432222628761,0
TXN00001985,CUST000005,2025-11-01 08:47:22.664021,2414.99,EUR,GB,DE,web,pos,0,8,5,1,11,6466.936301369863,19296.227101558216,101.43,91205.04,73,10,4,-0.20998645381991138,1,4,3,3,3,0.48592374122449805,0
TXN00001986,CUST000023,2024-12-28 11:11:22.664021,3567.71,EUR,FR,FR,web,atm,0,11,5,28,12,19429.679032258067,27485.165593373804,808.61,93511.09,62,11,4,-0.5771101861400101,1,3,5,3,0,0.5684230643665787,1
TXN00001987,CUST000000,2024-12-08 05:08:22.664021,587.43,EUR,DE,ES,app,mobile,0,5,6,8,12,3161.6140677966105,11670.320079718895,159.16,85541.05,59,7,4,-0.22057527557016587,1,1,4,0,2,0.48001940201133647,0
TXN00001988,CUST000164,2025-08-10 01:05:22.664021,8029.16,GBP,US,DE,sucursal,desktop,0,1,6,10,8,5759.409827586207,3931.2540620704726,1054.44,14842.44,58,6,4,0.5773603374392505,2,6,3,2,1,0.5046691006638916,0
TXN00001989,CUST000067,2025-05-26 09:16:22.664021,3964.39,EUR,DE,FR,sucursal,atm,0,9,0,26,5,8442.174444444445,6077.338718064163,531.49,24134.52,54,6,4,-0.7368002099994798,1,1,5,2,0,0.4405670598976921,0
TXN00001990,CUST000146,2025-10-16 14:32:22.664021,2383.09,EUR,IT,GB,web,pos,0,14,3,16,10,904.4364285714286,643.5872499374547,113.72,2383.09,42,5,4,2.2975184316885584,1,5,6,3,3,0.4879448510913701,0
TXN00001991,CUST000030,2025-09-21 08:57:22.664021,1222.77,EUR,GB,FR,cajero,desktop,0,8,6,21,9,4372.2555,13583.520197456297,117.06,88363.59,60,8,4,-0.2318607734950712,1,4,5,1,1,0.43561522908249495,0
TXN00001992,CUST000010,2025-04-13 05:25:22.664021,337.72,EUR,FR,FR,web,atm,0,5,6,13,4,5429.407538461538,16831.498659396115,124.77,88540.11,65,10,4,-0.30250945808183366,1,3,5,3,0,0.466639977051883,0
TXN00001993,CUST000132,2024-12-08 04:31:22.664021,1808.42,EUR,ES,US,web,pos,0,4,6,8,12,4842.353035714286,3440.9431400374256,1071.04,14203.76,56,6,4,-0.8817155388390324,1,2,14,3,3,0.48243802720515877,0
TXN00001994,CUST000017,2024-12-25 10:23:22.664021,1156.46,EUR,FR,DE,app,mobile,0,10,2,25,12,15628.335333333333,26043.435722206003,1012.73,99924.85,60,9,4,-0.5556822643196101,1,3,3,0,2,0.5228104687654768,0
TXN00001995,CUST000087,2025-10-31 12:10:22.664021,356.73,EUR,ES,FR,web,desktop,0,12,4,31,10,1085.5852631578948,805.6519024148467,125.39,2969.7,57,5,4,-0.9046776406392877,1,2,5,3,1,0.44824519172387367,0
TXN00001996,CUST000185,2025-04-23 02:36:22.664021,607.97,EUR,GB,ES,sucursal,desktop,0,2,2,23,4,845.7542857142857,659.7552020194057,107.93,2962.75,49,5,4,-0.36041289955130773,1,4,4,2,1,0.42107450906730715,0
TXN00001997,CUST000043,2025-02-24 04:45:22.664021,12732.78,EUR,CH,DE,cajero,atm,0,4,0,24,2,16529.5603125,21794.508828491566,654.06,98396.16,64,12,4,-0.17420811554891893,1,0,3,1,0,0.5728663372545392,1
TXN00001998,CUST000102,2025-07-07 10:37:22.664021,7443.84,EUR,FR,FR,app,desktop,0,10,0,7,7,5521.343448275862,4623.42696228088,838.24,21094.3,58,6,4,0.415816355917926,1,3,5,0,1,0.44820961077529764,0
TXN00001999,CUST000127,2025-08-21 02:26:22.664021,4177.71,EUR,FR,GB,app,atm,0,2,3,21,8,5175.683538461539,3408.1231986798057,1026.86,14073.5,65,6,4,-0.2928220254934736,1,3,6,0,0,0.44540040674392806,0
TXN00002000,CUST000028,2024-12-17 04:07:22.664021,404.18,EUR,ES,FR,app,tablet,0,4,1,17,12,6322.906923076923,17098.45973627341,19.11,77978.36,52,7,4,-0.3461555610283729,1,2,5,0,4,0.47145292076441997,0
TXN00002001,CUST000015,2025-06-10 10:32:22.664021,1881.27,EUR,FR,IT,app,atm,0,10,1,10,6,11967.399047619048,18269.534632656174,1004.49,87786.31,42,10,4,-0.5520736707238487,1,3,8,0,0,0.4941669219579522,0
TXN00002002,CUST000159,2025-09-10 11:49:22.664021,1837.52,CHF,GB,FR,sucursal,mobile,0,11,2,10,9,5364.320277777778,2907.7495496055617,1837.52,14914.47,36,6,4,-1.2128968524965618,0,4,5,2,2,0.4699073774588881,0
TXN00002003,CUST000133,2025-04-26 07:00:22.664021,71.06,EUR,IT,ES,cajero,tablet,0,7,5,26,4,145.8703846153846,109.73602561372553,11.7,462.02,52,3,4,-0.6817303935991746,1,5,4,1,4,0.4648326042247221,0
TXN00002004,CUST000089,2025-11-12 05:10:22.664021,21.64,EUR,ES,FR,cajero,mobile,0,5,2,12,11,167.74181818181816,126.83528642226571,11.15,491.57,55,3,4,-1.1519019757917168,1,2,5,1,2,0.4628621973063032,0
TXN00002005,CUST000125,2025-06-01 12:00:22.664021,14400.92,CHF,US,US,web,pos,0,12,6,1,6,8174.718545454546,5978.903488843214,693.97,24865.54,55,6,4,1.0413617589115365,0,6,14,3,3,0.5871423129520383,1
TXN00002006,CUST000082,2025-04-10 11:58:22.664021,22530.03,EUR,ES,US,cajero,pos,0,11,3,10,4,7972.279090909091,6295.064813947002,670.79,24431.66,55,6,4,2.312565690272955,1,2,14,1,3,0.5261589291809655,0
TXN00002007,CUST000018,2025-08-01 12:10:22.664021,326.23,EUR,FR,IT,sucursal,mobile,0,12,4,1,8,5103.5586,17225.696229594236,15.89,84153.27,50,6,4,-0.27733733000092486,1,3,8,2,2,0.44166900259682834,0
TXN00002008,CUST000119,2025-07-05 01:35:22.664021,5523.47,CHF,US,US,sucursal,desktop,0,1,5,5,7,5182.4826530612245,3810.198553881289,1035.0,14102.78,49,6,4,0.08949332745453199,0,6,14,2,1,0.5401839312743111,0
TXN00002009,CUST000084,2025-08-15 14:49:22.664021,53.28,EUR,ES,FR,app,mobile,0,14,4,15,8,147.96942857142858,102.41184253992486,13.22,384.01,70,3,4,-0.9245945126894847,1,2,5,0,2,0.4843859596073906,0
TXN00002010,CUST000046,2024-12-04 00:23:22.664021,16191.11,CHF,GB,ES,web,pos,0,0,2,4,12,15417.152698412698,21836.245246245257,666.14,93378.52,63,9,4,0.035443698897132565,0,4,4,3,3,0.5638379446250331,1
TXN00002011,CUST000157,2025-11-07 06:35:22.664021,3396.79,EUR,IT,ES,cajero,desktop,0,6,4,7,11,4468.6006,3061.342828385575,1001.7,14281.22,50,6,4,-0.3501112615391452,1,5,4,1,1,0.42415442892708405,0
TXN00002012,CUST000137,2025-07-10 03:27:22.664021,832.19,EUR,FR,IT,cajero,pos,0,3,3,10,7,911.4923636363636,700.4321115012415,100.69,2786.35,55,5,4,-0.11321920029219536,1,3,8,1,3,0.42132328658546475,0
TXN00002013,CUST000140,2025-01-06 06:42:22.664021,172.22,EUR,DE,FR,app,atm,0,6,0,6,1,680.5558695652173,567.6112813520499,132.76,2321.13,46,5,4,-0.89557041124833,1,1,5,0,0,0.47502133348310577,0
TXN00002014,CUST000006,2025-01-17 19:58:22.723200,805.73,EUR,FR,FR,sucursal,mobile,1,19,4,17,1,6273.436166666666,19933.842865838214,13.39,96041.2,60,8,4,-0.2742926290325434,1,3,5,2,2,0.4620214228293478,0
TXN00002015,CUST000153,2025-04-12 01:43:22.664021,953.25,EUR,ES,IT,web,atm,0,1,5,12,4,824.5297916666667,674.6234349951362,103.35,2648.6,48,5,4,0.1908030487311166,1,2,8,3,0,0.45560138796182065,0
TXN00002016,CUST000004,2025-05-25 07:58:22.664021,6270.84,EUR,DE,ES,web,desktop,0,7,6,25,5,13912.773380281691,19429.743005806547,601.38,86049.3,71,10,4,-0.3933110889631736,1,1,4,3,1,0.5025629050317482,0
TXN00002017,CUST000021,2024-12-27 18:37:22.723200,55456.37,EUR,FR,RU,app,desktop,1,18,4,27,12,4666.6504347826085,17761.78555853503,16.24,96946.3,69,9,4,2.8594940184914033,1,3,12,0,1,0.6108112286189039,1
TXN00002018,CUST000034,2025-03-26 09:46:22.664021,12.03,EUR,FR,FR,app,mobile,0,9,2,26,3,6328.93579710145,20650.772353715434,12.03,95925.76,69,8,4,-0.3058919874083565,1,3,5,0,2,0.45765385555458,0
TXN00002019,CUST000057,2025-06-30 03:57:22.664021,72.74,EUR,ES,FR,cajero,atm,0,3,0,30,6,180.91574074074074,140.8073723895602,11.53,490.57,54,3,4,-0.7682533814579428,1,2,5,1,0,0.47142260462881513,0
TXN00002020,CUST000118,2025-06-30 01:05:22.664021,11732.98,EUR,DE,DE,app,tablet,0,1,0,30,6,7784.2775,6565.419604910623,714.7,24795.08,44,6,4,0.6014394718115377,1,1,3,0,4,0.5183568781852562,0
TXN00002021,CUST000048,2024-12-10 04:41:22.664021,2139.13,EUR,FR,IT,app,pos,0,4,1,10,12,11958.95462962963,19221.235556624357,1239.7,92074.53,54,8,4,-0.5108841520718197,1,3,8,0,3,0.4869434625080998,0
TXN00002022,CUST000129,2025-07-09 15:28:22.664021,1822.86,USD,US,GB,sucursal,pos,0,15,2,9,7,5171.594634146341,3069.580435637823,1448.31,14426.04,41,6,4,-1.0909421346893526,3,6,6,2,3,0.512257854470532,0
TXN00002023,CUST000069,2025-07-03 03:50:22.664021,192.13,EUR,FR,FR,cajero,mobile,0,3,3,3,7,169.07313725490195,120.3676959236189,15.12,478.18,51,3,4,0.1915535757050259,1,3,5,1,2,0.4383477800883796,0
TXN00002024,CUST000086,2025-03-18 02:05:22.664021,2128.61,EUR,ES,US,sucursal,pos,0,2,1,18,3,5910.098163265306,4295.407110007479,1124.83,14315.23,49,6,4,-0.8803561724277085,1,2,14,2,3,0.4790220970404004,0
TXN00002025,CUST000047,2025-08-15 19:40:22.723200,16841.25,EUR,ES,PK,app,tablet,1,19,4,15,8,15939.252686567163,22037.500971256864,564.29,95641.79,67,12,4,0.04093010884348307,1,2,11,0,4,0.577030157589236,1
TXN00002026,CUST000180,2025-08-03 11:26:22.664021,382.79,GBP,GB,IT,app,atm,0,11,6,3,8,934.9624,733.4398987565374,127.9,2829.87,50,5,4,-0.7528529606628865,2,4,8,0,0,0.48257998974150673,0
TXN00002027,CUST000092,2025-10-03 08:40:22.664021,1647.48,EUR,FR,US,sucursal,atm,0,8,4,3,10,4959.88603773585,3492.984458604319,1165.1,14228.99,53,6,4,-0.9483025407193123,1,3,14,2,0,0.45944605415141276,0
TXN00002028,CUST000003,2025-09-28 03:22:22.664021,122.11,EUR,ES,FR,cajero,mobile,0,3,6,28,9,9508.651851851851,26878.185771176377,14.93,97694.39,54,8,4,-0.34922527626729044,1,2,5,1,2,0.49101829451057666,0
TXN00002029,CUST000116,2025-01-25 03:00:22.664021,4508.48,EUR,FR,IT,app,desktop,0,3,5,25,1,5575.545263157895,3962.8441770423206,1145.06,14589.34,57,6,4,-0.2692675298893621,1,3,8,0,1,0.4581565357542944,0
TXN00002030,CUST000073,2025-10-23 12:04:22.664021,382.16,EUR,DE,DE,app,desktop,0,12,3,23,10,870.7014285714286,670.8365566182797,100.07,2635.22,42,5,4,-0.7282570143552299,1,1,3,0,1,0.4632699661837552,0
TXN00002031,CUST000089,2025-06-02 13:05:22.664021,296.12,EUR,ES,FR,sucursal,mobile,0,13,0,2,6,167.74181818181816,126.83528642226571,11.15,491.57,55,3,4,1.012164551579242,1,2,5,2,2,0.4790975204608307,0
TXN00002032,CUST000184,2025-10-17 09:37:22.664021,402.63,EUR,FR,ES,web,desktop,0,9,4,17,10,141.98777777777778,127.80667248159469,12.93,486.33,54,3,4,2.039347517011755,1,3,4,3,1,0.4738277459258101,0
TXN00002033,CUST000120,2025-09-16 02:36:22.664021,274.94,EUR,IT,IT,cajero,desktop,0,2,1,16,9,170.5298113207547,129.18067867988032,11.93,494.78,53,3,4,0.808249259393756,1,5,8,1,1,0.4649587478650472,0
TXN00002034,CUST000083,2025-08-16 01:58:22.664021,401.42,EUR,ES,ES,cajero,atm,0,1,5,16,8,158.37742857142857,131.01619648393864,23.45,495.8,70,3,4,1.8550574363781713,1,2,4,1,0,0.509464929224131,0
TXN00002035,CUST000036,2025-05-27 11:07:22.664021,5172.38,EUR,FR,FR,sucursal,tablet,0,11,1,27,5,10988.67559322034,17235.1131600734,1593.82,80831.18,59,10,4,-0.33746779257340836,1,3,5,2,4,0.4720322609319147,0
TXN00002036,CUST000006,2025-07-04 16:22:22.723200,520.51,EUR,FR,IT,app,desktop,1,16,4,4,7,6273.436166666666,19933.842865838214,13.39,96041.2,60,8,4,-0.28860095893688364,1,3,8,0,1,0.4588513574793442,0
TXN00002037,CUST000184,2025-06-24 05:39:22.664021,362.94,EUR,FR,FR,app,mobile,0,5,1,24,6,141.98777777777778,127.80667248159469,12.93,486.33,54,3,4,1.7288003529333804,1,3,5,0,2,0.48673028538811647,0
TXN00002038,CUST000033,2025-11-16 18:13:22.723200,58650.45,EUR,IT,PK,web,tablet,1,18,6,16,11,9367.831525423728,14854.594980586591,1113.58,76070.72,59,10,4,3.3176682727240867,1,5,11,3,4,0.621302758933376,1
TXN00002039,CUST000138,2024-12-10 08:23:22.664021,4731.99,EUR,FR,FR,web,desktop,0,8,1,10,12,5327.873421052632,3712.6738556531113,1167.12,14039.05,38,6,4,-0.16049980258427735,1,3,5,3,1,0.4360952917882249,0
TXN00002040,CUST000125,2025-09-26 10:06:22.664021,5916.99,EUR,US,ES,cajero,mobile,0,10,4,26,9,8174.718545454546,5978.903488843214,693.97,24865.54,55,6,4,-0.37761582024026796,1,6,4,1,2,0.45795560674110236,0
TXN00002041,CUST000063,2025-06-24 08:50:22.664021,313.08,EUR,FR,ES,cajero,tablet,0,8,1,24,6,174.46065217391305,124.88230844193839,11.36,468.38,46,3,4,1.109999874646259,1,3,4,1,4,0.45723975111336523,0
TXN00002042,CUST000164,2025-03-16 07:12:22.664021,3081.42,USD,US,DE,web,desktop,0,7,6,16,3,5759.409827586207,3931.2540620704726,1054.44,14842.44,58,6,4,-0.6812049754664256,3,6,3,3,1,0.5244474984739842,0
TXN00002043,CUST000120,2025-06-17 08:11:22.664021,121.47,EUR,IT,ES,app,desktop,0,8,1,17,6,170.5298113207547,129.18067867988032,11.93,494.78,53,3,4,-0.37977669294145766,1,5,4,0,1,0.4632559246489738,0
TXN00002044,CUST000087,2025-06-08 05:54:22.664021,632.1,EUR,ES,DE,cajero,mobile,0,5,6,8,6,1085.5852631578948,805.6519024148467,125.39,2969.7,57,5,4,-0.5628799004082857,1,2,3,1,2,0.4363654831333261,0
TXN00002045,CUST000079,2025-01-23 01:34:22.664021,6434.47,EUR,FR,GB,web,desktop,0,1,3,23,1,8145.75744680851,6052.306858239896,540.85,22648.11,47,6,4,-0.2827496170647615,1,3,6,3,1,0.4424105109504548,0
TXN00002046,CUST000175,2025-11-25 00:57:22.664021,11879.86,GBP,CH,FR,app,mobile,0,0,1,25,11,7860.104426229508,5731.840249814343,861.98,23359.66,61,6,4,0.7013027924494915,2,0,5,0,2,0.529873614587169,0
TXN00002047,CUST000052,2025-02-20 08:52:22.664021,36.98,EUR,ES,IT,app,desktop,0,8,3,20,2,177.9474,132.6302616653853,34.91,487.78,50,3,4,-1.0628599926371902,1,2,8,0,1,0.47623378148432133,0
TXN00002048,CUST000138,2025-08-19 10:10:22.664021,3467.97,EUR,FR,US,web,desktop,0,10,1,19,8,5327.873421052632,3712.6738556531113,1167.12,14039.05,38,6,4,-0.5009606264551585,1,3,14,3,1,0.483852262532288,0
TXN00002049,CUST000176,2025-08-12 08:31:22.664021,1961.62,EUR,ES,GB,app,atm,0,8,1,12,8,999.8185454545454,731.9722641436783,123.88,2909.03,55,5,4,1.3139861991310056,1,2,6,0,0,0.44736098051574363,0
TXN00002050,CUST000007,2025-03-01 01:32:22.664021,7639.44,EUR,DE,GB,app,tablet,0,1,5,1,3,14999.866125,16755.28120374154,1084.09,96865.2,80,13,4,-0.43928991910425774,1,1,6,0,4,0.5863933620247953,1
TXN00002051,CUST000158,2025-02-03 02:43:22.664021,761.04,GBP,GB,FR,sucursal,desktop,0,2,0,3,2,800.725,537.8160320696686,170.04,2304.86,44,5,4,-0.07378917243037876,2,4,5,2,1,0.47235106369501534,0
TXN00002052,CUST000062,2025-07-10 08:48:22.664021,1258.86,EUR,IT,ES,cajero,pos,0,8,3,10,7,897.1857692307692,674.5982232769489,119.34,2822.56,52,5,4,0.5361327939409892,1,5,4,1,3,0.4208640286962516,0
TXN00002053,CUST000148,2025-05-30 06:02:22.664021,4157.25,EUR,ES,ES,web,pos,0,6,4,30,5,4870.1898,2933.4540342801783,1010.54,12132.54,50,6,4,-0.2430376584823175,1,2,4,3,3,0.4293353497282159,0
TXN00002054,CUST000162,2025-04-06 11:14:22.664021,9585.97,CHF,CH,DE,app,mobile,0,11,6,6,4,8187.689791666667,6409.234849582279,610.75,24295.17,48,6,4,0.21816648023223847,0,0,3,0,2,0.5209788923441152,0
TXN00002055,CUST000124,2025-08-05 13:32:22.664021,663.65,EUR,DE,IT,sucursal,tablet,0,13,1,5,8,909.7118867924529,685.5308862425715,105.13,2668.3,53,5,4,-0.35893625126388395,1,1,8,2,4,0.44294670034654443,0
TXN00002056,CUST000102,2024-12-08 08:25:22.664021,1161.76,EUR,FR,CH,sucursal,tablet,0,8,6,8,12,5521.343448275862,4623.42696228088,838.24,21094.3,58,6,4,-0.94293334422703,1,3,1,2,4,0.4791752982859191,0
TXN00002057,CUST000044,2025-11-03 07:31:22.664021,1156.15,EUR,ES,GB,cajero,pos,0,7,0,3,11,6264.321800000001,15579.666643671206,127.53,66522.28,50,10,4,-0.3278742682050373,1,2,6,1,3,0.4610720212829834,0
TXN00002058,CUST000104,2025-11-13 14:43:22.664021,1823.62,EUR,ES,ES,web,desktop,0,14,3,13,11,878.7486666666667,742.4299771714012,115.19,2937.85,45,5,4,1.2726740044368134,1,2,4,3,1,0.44893471897360143,0
TXN00002059,CUST000154,2024-12-18 10:02:22.664021,2634.06,EUR,ES,US,app,atm,0,10,2,18,12,5306.762553191489,3600.2821194151297,1232.6,14459.85,47,6,4,-0.7423591995849798,1,2,14,0,0,0.48596292042255357,0
TXN00002060,CUST000089,2025-10-29 05:12:22.664021,45.9,EUR,ES,IT,web,desktop,0,5,2,29,10,167.74181818181816,126.83528642226571,11.15,491.57,55,3,4,-0.9606302840326835,1,2,8,3,1,0.4751281978109804,0
TXN00002061,CUST000112,2025-07-21 12:33:22.664021,11525.31,CHF,US,US,cajero,tablet,0,12,0,21,7,7212.2430952380955,6561.998481108902,680.3,24787.28,42,6,4,0.6572794730936552,0,6,14,1,4,0.5760252043210731,1
TXN00002062,CUST000010,2025-06-04 15:18:22.664021,607.4,EUR,FR,ES,web,desktop,0,15,2,4,6,5429.407538461538,16831.498659396115,124.77,88540.11,65,10,4,-0.2864871177399991,1,3,4,3,1,0.4458921961317021,0
TXN00002063,CUST000078,2025-01-31 12:34:22.664021,15721.37,EUR,DE,FR,sucursal,desktop,0,12,4,31,1,8590.456956521739,6556.444835127875,848.73,24850.13,46,6,4,1.0876188577359645,1,1,5,2,1,0.49189346734677564,0
TXN00002064,CUST000048,2025-02-16 08:00:22.664021,6442.68,EUR,FR,US,sucursal,pos,0,8,6,16,2,11958.95462962963,19221.235556624357,1239.7,92074.53,54,8,4,-0.28698855560518466,1,3,14,2,3,0.5101384770940955,0
TXN00002065,CUST000028,2025-07-13 09:32:22.664021,66.16,EUR,ES,IT,sucursal,desktop,0,9,6,13,7,6322.906923076923,17098.45973627341,19.11,77978.36,52,7,4,-0.365924593163071,1,2,8,2,1,0.444554637987099,0
TXN00002066,CUST000056,2025-06-13 10:55:22.664021,305.37,USD,GB,FR,app,mobile,0,10,4,13,6,850.786111111111,607.7213774215593,107.86,2433.3,54,5,4,-0.8974772494061763,3,4,5,0,2,0.478361025123621,0
TXN00002067,CUST000184,2025-01-30 08:43:22.664021,139.79,EUR,FR,ES,cajero,tablet,0,8,3,30,1,141.98777777777778,127.80667248159469,12.93,486.33,54,3,4,-0.017196111266398677,1,3,4,1,4,0.4727266164773164,0
TXN00002068,CUST000143,2025-10-26 04:55:22.664021,4744.93,EUR,ES,DE,cajero,atm,0,4,6,26,10,5239.2824390243895,3581.701917241844,1357.73,14883.52,41,6,4,-0.13802165850447232,1,2,3,1,0,0.46376254301957437,0
TXN00002069,CUST000000,2025-11-06 15:00:22.664021,2362.03,EUR,DE,FR,sucursal,tablet,0,15,3,6,11,3161.6140677966105,11670.320079718895,159.16,85541.05,59,7,4,-0.06851432199513037,1,1,5,2,4,0.45427974478963046,0
TXN00002070,CUST000001,2025-12-01 04:25:22.664021,836.72,EUR,FR,DE,sucursal,pos,0,4,0,1,12,4424.433076923076,15638.816762329712,105.88,91627.31,65,9,4,-0.22941077520235645,1,3,3,2,3,0.4735845457892253,0
TXN00002071,CUST000037,2025-05-07 03:40:22.664021,334.47,EUR,ES,IT,app,desktop,0,3,2,7,5,5585.093414634146,16805.52159660049,10.52,90775.73,82,8,4,-0.31243442127876797,1,2,8,0,1,0.49327721954586934,0
TXN00002072,CUST000074,2024-12-04 06:54:22.664021,2093.78,EUR,IT,ES,cajero,pos,0,6,2,4,12,5339.021777777778,3544.830265405901,1289.22,14680.96,45,6,4,-0.9154858015439268,1,5,4,1,3,0.43109747686383043,0
TXN00002073,CUST000057,2025-11-16 04:44:22.664021,156.95,EUR,ES,FR,cajero,mobile,0,4,6,16,11,180.91574074074074,140.8073723895602,11.53,490.57,54,3,4,-0.17020231372711364,1,2,5,1,2,0.4465380753863106,0
TXN00002074,CUST000041,2025-10-08 16:47:22.664021,10517.5,EUR,DE,US,cajero,mobile,0,16,2,8,10,11344.927833333333,17592.7953892561,1042.59,81555.68,60,9,4,-0.04703219783887273,1,1,14,1,2,0.5168599134400632,0
