transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,device_type,is_anomaly,tipo,hour,day_of_week,day_of_month,month,customer_avg_amount,customer_std_amount,customer_min_amount,customer_max_amount,customer_transaction_count,customer_unique_countries,customer_unique_channels,amount_deviation,currency_encoded,origin_country_encoded,destination_country_encoded,channel_encoded,device_type_encoded,anomaly_score,predicted_anomaly,pred_isolation_forest,score_isolation_forest,pred_lof,score_lof,pred_random_forest,score_random_forest,pred_logistic_regression,score_logistic_regression,pred_decision_tree,score_decision_tree
TXN00002967,CUST000131,2025-11-10 06:12:57.003505,700.79,EUR,DE,IT,web,mobile,0,Normal,6,0,10,11,890.2438181818181,592.6132155358536,134.89,2885.62,55,5,4,-0.3196921919650708,1,1,8,3,2,0.0,0,0,0.45374439800931937,0,1.0225577125008847,0,0.0,0,0.024569848180380712,0,0.0
TXN00008557,CUST000067,2025-12-25 03:11:57.003505,13724.43,EUR,DE,GB,web,mobile,0,Normal,3,3,25,12,8442.174444444445,6077.338718064163,531.49,24134.52,54,6,4,0.869172478240436,1,1,6,3,2,0.0,0,0,0.4887932423580435,0,1.0630764025346715,0,0.0,0,0.02572863923535041,0,0.0
TXN00008957,CUST000009,2025-01-18 17:56:57.003505,7606.88,EUR,FR,DE,cajero,atm,0,Normal,17,5,18,1,17673.34349206349,20853.679531958067,673.65,79519.37,63,12,4,-0.48271881593624805,1,3,3,1,0,0.0,0,0,0.5431201693329374,0,1.008147663859424,0,0.027195216049382718,0,0.013987360452044689,0,0.0
TXN00004573,CUST000179,2025-05-23 07:58:57.003505,13426.44,EUR,DE,FR,web,tablet,0,Normal,7,4,23,5,5704.412033898305,3719.034007330203,1121.58,14726.16,59,6,4,2.0763531467594145,1,1,5,3,4,0.0,0,0,0.4926740080313802,0,1.0501899202829765,0,0.0,0,0.025428785887701182,0,0.0
TXN00004396,CUST000002,2025-08-12 21:48:57.107482,32136.4,EUR,ES,FR,sucursal,mobile,1,Fraude,21,1,12,8,5083.588301886793,15511.3779006517,21.06,83708.16,53,7,4,1.744062446910828,1,2,5,2,2,1.0,1,0,0.48633582842969214,0,1.1248053994372516,1,0.9578089657223399,1,0.9999656342570621,1,1.0
TXN00007381,CUST000048,2025-09-25 09:40:57.003505,1239.7,EUR,FR,ES,sucursal,desktop,0,Normal,9,3,25,9,14978.963214285715,24570.676906037716,1239.7,91202.35,56,8,4,-0.5591731667087452,1,3,4,2,1,0.0,0,0,0.49043031956015226,0,0.9876069157604306,0,0.12290987192949082,0,0.020628313012564712,0,0.0
TXN00001336,CUST000100,2025-05-30 04:08:57.003505,4801.76,USD,GB,FR,sucursal,mobile,0,Normal,4,4,30,5,5226.1033333333335,3597.2253919944915,1045.25,14117.6,48,6,4,-0.11796406590471965,3,4,5,2,2,0.0,0,0,0.48365856073876523,0,0.9874810223502732,0,0.0,0,0.01164973355883646,0,0.0
TXN00005499,CUST000044,2025-10-05 22:51:57.003505,2238.09,EUR,ES,ES,sucursal,mobile,0,Normal,22,6,5,10,1931.648222222222,3870.370479347076,127.53,24725.19,45,7,4,0.07917634224780927,1,2,4,2,2,0.0,0,0,0.4531517517727092,0,1.02355784261356,0,0.2220621899076067,0,0.09944924630838332,0,0.0
TXN00002587,CUST000137,2025-02-20 23:02:57.003505,540.02,EUR,FR,FR,web,tablet,0,Normal,23,3,20,2,911.4923636363636,700.4321115012415,100.69,2786.35,55,5,4,-0.530347419837501,1,3,5,3,4,0.0,0,0,0.4631410886662079,0,1.0033720560521344,0,0.0,0,0.010583839333226389,0,0.0
TXN00002464,CUST000174,2025-12-23 06:13:57.003505,241.89,EUR,IT,IT,cajero,atm,0,Normal,6,1,23,12,953.0994444444445,735.2875712941743,105.45,2963.0,54,5,4,-0.967253454625102,1,5,8,1,0,0.0,0,0,0.484048895034744,0,1.0651867723363078,0,0.0,0,0.030885201440697632,0,0.0
TXN00002555,CUST000011,2025-11-29 21:44:57.003505,120.51,EUR,ES,DE,sucursal,mobile,0,Normal,21,5,29,11,5832.329,15831.358716522058,120.51,81442.3,60,11,4,-0.36079145839063015,1,2,3,2,2,0.0,0,0,0.49627997401234386,0,1.031528296595422,0,0.0,0,0.3841459160363769,0,0.0
TXN00000009,CUST000061,2025-10-24 01:42:57.003505,2168.26,EUR,IT,IT,sucursal,mobile,0,Normal,1,4,24,10,4214.0417391304345,2941.5094806452344,1120.02,13214.78,46,6,4,-0.6954870456464397,1,5,8,2,2,0.0,0,0,0.4461940480919923,0,1.016022183558967,0,0.0,0,0.01216233596520383,0,0.0
TXN00008130,CUST000141,2025-09-02 19:59:57.003505,345.03,GBP,GB,ES,web,desktop,0,Normal,19,1,2,9,881.8225000000001,797.0668304624176,106.03,2971.69,48,5,4,-0.6734598390139013,2,4,4,3,1,0.0,0,0,0.4798668944956566,0,1.0710331353523828,0,0.0,0,0.03220913843560639,0,0.0
TXN00006949,CUST000072,2025-03-03 00:27:57.003505,4226.63,EUR,GB,GB,cajero,desktop,0,Normal,0,0,3,3,5567.7047999999995,3639.3995975049706,1298.32,14110.12,50,6,4,-0.3684879232692392,1,4,6,1,1,0.0,0,0,0.46120218633441823,0,1.0182133652035117,0,0.0,0,0.014731428390827656,0,0.0
TXN00004920,CUST000125,2025-11-18 05:03:57.003505,5934.11,GBP,US,GB,web,mobile,0,Normal,5,1,18,11,8174.718545454546,5978.903488843214,693.97,24865.54,55,6,4,-0.3747524189445149,2,6,6,3,2,0.0,0,0,0.5064679842160581,0,1.0387534491325585,0,0.0,0,0.006251641460381721,0,0.0
TXN00009241,CUST000013,2025-09-23 04:28:57.003505,1000.67,CHF,GB,ES,web,pos,0,Normal,4,1,23,9,2119.490634920635,8304.770612994731,104.65,66232.6,63,9,4,-0.13472023333615757,0,4,4,3,3,0.0,0,0,0.4906803908806731,0,1.1043358555293037,0,0.03520349735740877,0,0.1697184898635625,0,0.0
TXN00003988,CUST000147,2025-02-18 05:10:57.003505,4358.05,EUR,US,DE,cajero,atm,0,Normal,5,1,18,2,5159.978620689655,3565.2608325444103,1101.13,13831.0,58,6,4,-0.22492845772869197,1,6,3,1,0,0.0,0,0,0.4844882172264543,0,1.0419240655240836,0,0.0,0,0.006412944290832375,0,0.0
TXN00003534,CUST000079,2025-04-25 17:03:57.003505,3089.14,EUR,FR,GB,web,desktop,0,Normal,17,4,25,4,8145.75744680851,6052.306858239896,540.85,22648.11,47,6,4,-0.8354859666589287,1,3,6,3,1,0.0,0,0,0.45012910138860457,0,1.0045562845241234,0,0.0,0,0.0018485028004917058,0,0.0
TXN00002641,CUST000128,2025-01-16 05:12:57.003505,4884.45,EUR,FR,FR,sucursal,tablet,0,Normal,5,3,16,1,5858.723846153846,3432.153469589081,1187.74,13901.43,52,6,4,-0.2838666319856105,1,3,5,2,4,0.0,0,0,0.43340342155344797,0,0.9946366331955592,0,0.0,0,0.005277644751221985,0,0.0
TXN00001316,CUST000016,2025-02-16 18:35:57.107482,2459.72,EUR,IT,SY,cajero,desktop,1,Fraude,18,6,16,2,4814.0977192982455,14760.960342710358,109.06,82531.17,57,9,4,-0.15950030787132666,1,5,13,1,1,1.0,1,0,0.5160523602744,0,1.1009305541732286,1,0.7332082400238317,1,0.8825032294667149,1,1.0
TXN00009869,CUST000022,2025-12-14 00:57:57.003505,2625.2,EUR,IT,ES,web,desktop,0,Normal,0,6,14,12,10301.100588235295,13087.105408488525,1670.97,67315.05,51,12,4,-0.5865239369639407,1,5,4,3,1,0.0,0,0,0.5377372496850344,0,1.1302129382597357,0,0.0,0,0.03251076190397663,0,0.0
TXN00006216,CUST000079,2025-12-11 00:16:57.003505,6223.65,EUR,FR,GB,cajero,atm,0,Normal,0,3,11,12,8145.75744680851,6052.306858239896,540.85,22648.11,47,6,4,-0.3175826162670652,1,3,6,1,0,0.0,0,0,0.4664830144703,0,1.013587063297088,0,0.0,0,0.010871834922380483,0,0.0
TXN00005520,CUST000139,2025-05-05 05:49:57.003505,6647.74,USD,US,ES,cajero,desktop,0,Normal,5,0,5,5,5999.512857142858,5088.7018853137615,532.86,19230.71,49,6,4,0.12738556066736217,3,6,4,1,1,0.0,0,0,0.5233750489396582,0,1.0173868126480134,0,0.0,0,0.05007241518929541,0,0.0
TXN00001040,CUST000161,2025-09-16 23:45:57.003505,132.72,EUR,ES,ES,app,pos,0,Normal,23,1,16,9,139.16267857142856,120.75959945266268,10.61,487.09,56,3,4,-0.05335127432749386,1,2,4,0,3,0.0,0,0,0.4654056569535189,0,0.9953907532016995,0,0.0,0,0.011505626318883615,0,0.0
TXN00003780,CUST000021,2025-10-29 07:29:57.003505,16.42,EUR,FR,IT,app,atm,0,Normal,7,2,29,10,2655.973768115942,10838.616564582062,16.24,71242.61,69,5,4,-0.24353235047522795,1,3,8,0,0,0.0,0,0,0.49062628311317014,0,1.099731467124823,0,0.007599999999999999,0,0.2463739112198258,0,0.0
TXN00000058,CUST000023,2025-12-22 00:16:57.003505,7523.85,EUR,FR,ES,cajero,atm,0,Normal,0,0,22,12,15815.222833333333,23024.490626082472,808.61,96461.99,60,12,4,-0.360111021243642,1,3,4,1,0,0.0,0,0,0.5363025172155238,0,1.01828519492935,0,0.06193995053280941,0,0.17087020025268396,0,0.0
TXN00000082,CUST000165,2025-04-01 19:53:57.003505,145.49,EUR,FR,IT,sucursal,tablet,0,Normal,19,1,1,4,796.1411538461538,546.07482260668,145.49,2657.6,52,5,4,-1.191505496533927,1,3,8,2,4,0.0,0,0,0.469439226430248,0,1.0380909284792006,0,0.0,0,0.05083299896219505,0,0.0
TXN00006731,CUST000163,2026-01-15 22:27:57.003505,401.65,EUR,ES,ES,app,mobile,0,Normal,22,3,15,1,168.95499999999998,140.93004795235706,16.1,480.82,42,3,4,1.6511382897387985,1,2,4,0,2,0.0,0,0,0.509589991614559,0,1.0440093119872498,0,0.0,0,0.005710403512420665,0,0.0
TXN00003738,CUST000017,2025-08-28 05:17:57.003505,2246.43,EUR,FR,GB,app,tablet,0,Normal,5,3,28,8,15977.346615384617,23735.85855892997,1012.73,95316.24,65,9,4,-0.5784883062357248,1,3,6,0,4,0.0,0,0,0.5172700789812368,0,1.0197866781244058,0,0.016807692307692305,0,0.017705573629915504,0,0.0
TXN00001465,CUST000041,2025-10-19 19:31:57.003505,3410.36,EUR,DE,GB,app,tablet,0,Normal,19,6,19,10,12242.410327868853,18392.8926295824,1042.59,80913.59,61,9,4,-0.48018821755005214,1,1,6,0,4,0.0,0,0,0.5142550108943835,0,1.041127124631109,0,0.008636363636363636,0,0.06536623732435361,0,0.0
TXN00007366,CUST000142,2025-08-04 22:43:57.003505,10613.39,EUR,DE,FR,web,atm,0,Normal,22,0,4,8,6533.238913043478,5298.543436216841,666.85,19029.58,46,6,4,0.770051455707174,1,1,5,3,0,0.0,0,0,0.5017487663220497,0,1.0798912845718394,0,0.0,0,0.059317498564971,0,0.0
TXN00003952,CUST000089,2025-06-28 22:26:57.003505,461.44,EUR,ES,FR,app,tablet,0,Normal,22,5,28,6,167.74181818181816,126.83528642226571,11.15,491.57,55,3,4,2.315587308446653,1,2,5,0,4,0.0,0,0,0.5273385522346027,0,1.0500022200670829,0,0.0,0,0.0025260339934951694,0,0.0
TXN00004274,CUST000028,2025-09-02 20:50:57.003505,242.09,EUR,ES,ES,web,desktop,0,Normal,20,1,2,9,4253.581489361702,17241.301652205857,19.11,90310.44,47,6,4,-0.23266755434418157,1,2,4,3,1,0.0,0,0,0.45880249661069555,0,1.0628577110809343,0,0.03873103341946047,1,0.7372299156066809,0,0.0
TXN00007425,CUST000104,2025-07-12 01:50:57.003505,449.55,EUR,ES,DE,app,atm,0,Normal,1,5,12,7,878.7486666666667,742.4299771714012,115.19,2937.85,45,5,4,-0.5780998603043743,1,2,3,0,0,0.0,0,0,0.45885529514803247,0,0.9928564497227093,0,0.0,0,0.021815092774595226,0,0.0
TXN00004528,CUST000037,2025-09-12 07:50:57.003505,347.33,EUR,ES,FR,sucursal,tablet,0,Normal,7,4,12,9,3344.5771604938273,14448.411660449672,10.52,94457.02,81,9,4,-0.20744475107190435,1,2,5,2,4,0.0,0,0,0.48769255260714667,0,1.04338447034406,0,0.19424808659247106,1,0.633483245886896,0,0.0
TXN00009365,CUST000036,2025-11-11 02:28:57.003505,3357.75,EUR,FR,GB,sucursal,tablet,0,Normal,2,1,11,11,9097.943035714286,14723.247345472018,1593.82,84621.7,56,7,4,-0.3898727570510965,1,3,6,2,4,0.0,0,0,0.4659335623609757,0,1.0155435381479276,0,0.03314167122787812,0,0.07733619035049692,0,0.0
TXN00006248,CUST000153,2025-02-02 01:19:57.003505,724.15,EUR,ES,GB,web,tablet,0,Normal,1,6,2,2,824.5297916666667,674.6234349951362,103.35,2648.6,48,5,4,-0.14879381045901055,1,2,6,3,4,0.0,0,0,0.47430436920056207,0,1.029307103150187,0,0.0,0,0.018826898857957693,0,0.0
TXN00005054,CUST000124,2025-11-13 03:07:57.003505,107.2,EUR,DE,DE,app,atm,0,Normal,3,3,13,11,909.7118867924529,685.5308862425715,105.13,2668.3,53,5,4,-1.170642930503711,1,1,3,0,0,0.0,0,0,0.47238120491342644,0,1.0270174815950939,0,0.0,0,0.02348679343362061,0,0.0
TXN00002395,CUST000162,2025-05-14 22:21:57.003505,5770.59,EUR,CH,DE,app,desktop,0,Normal,22,2,14,5,8187.689791666667,6409.234849582279,610.75,24295.17,48,6,4,-0.3771276678131201,1,0,3,0,1,0.0,0,0,0.4772564130526556,0,1.0377788264798,0,0.0,0,0.0072233802857048605,0,0.0
TXN00006158,CUST000162,2025-04-13 22:21:57.003505,7680.99,CHF,CH,US,sucursal,pos,0,Normal,22,6,13,4,8187.689791666667,6409.234849582279,610.75,24295.17,48,6,4,-0.07905776640726984,0,0,14,2,3,0.0,0,0,0.545229871543188,0,1.1425044514074527,0,0.0,0,0.0305516419831541,0,0.0
TXN00008026,CUST000117,2025-06-06 09:58:57.003505,6341.77,EUR,ES,ES,sucursal,tablet,0,Normal,9,4,6,6,4614.202641509434,3046.091732833902,1227.93,13885.08,53,6,4,0.5671422627565449,1,2,4,2,4,0.0,0,0,0.4392275279000712,0,0.9952001255596781,0,0.0,0,0.016119632020748176,0,0.0
TXN00000908,CUST000038,2025-05-22 22:34:57.003505,2816.9,EUR,ES,IT,cajero,pos,0,Normal,22,3,22,5,7141.748709677419,18776.16760796677,143.24,94991.86,62,10,4,-0.2303371380010497,1,2,8,1,3,0.0,0,0,0.4635304752212052,0,0.979665938516583,0,0.28049588833614053,1,0.8146420682681318,0,0.0
TXN00007493,CUST000012,2025-06-07 00:37:57.003505,1575.86,EUR,IT,US,app,pos,0,Normal,0,5,7,6,11848.529666666667,20090.907636760738,1017.21,83759.47,60,12,4,-0.5113093869069034,1,5,14,0,3,0.0,0,1,0.5673918759915147,0,1.047847135038703,0,0.09797720348426704,1,0.5344416556801023,0,0.0
TXN00003805,CUST000077,2025-10-08 22:20:57.003505,841.23,CHF,CH,GB,web,tablet,0,Normal,22,2,8,10,6464.85641509434,5759.730942651314,662.88,21657.81,53,6,4,-0.9763696377680636,0,0,6,3,4,0.0,0,0,0.5239850276825311,1,1.231970465205677,0,0.0,0,0.0037717668132748387,0,0.0
TXN00007354,CUST000076,2025-06-15 07:43:57.003505,149.03,EUR,ES,IT,sucursal,mobile,0,Normal,7,6,15,6,157.1376595744681,106.39921381723207,16.86,457.19,47,3,4,-0.07620037035418999,1,2,8,2,2,0.0,0,0,0.4491389196292692,0,1.0054501930693616,0,0.014045698924731181,0,0.014026992232639405,0,0.0
TXN00008250,CUST000158,2025-07-30 20:41:57.003505,609.53,GBP,GB,IT,app,atm,0,Normal,20,2,30,7,800.725,537.8160320696686,170.04,2304.86,44,5,4,-0.35550260357379987,2,4,8,0,0,0.0,0,0,0.5251086102481252,0,1.1046166574409946,0,0.0,0,0.04074039805121257,0,0.0
TXN00003508,CUST000120,2025-05-21 22:44:57.003505,353.49,EUR,IT,IT,web,pos,0,Normal,22,2,21,5,170.5298113207547,129.18067867988032,11.93,494.78,53,3,4,1.416312324200761,1,5,8,3,3,0.0,0,0,0.5000262498682854,0,1.0683963859655026,0,0.0,0,0.0048364429676589485,0,0.0
TXN00007326,CUST000102,2025-05-23 17:08:57.003505,12709.26,EUR,FR,CH,app,tablet,0,Normal,17,4,23,5,5521.343448275862,4623.42696228088,838.24,21094.3,58,6,4,1.5546728884895031,1,3,1,0,4,0.0,0,0,0.49190914620838133,0,1.1168385622305395,0,0.0,0,0.046142446846228966,0,0.0
TXN00000303,CUST000043,2025-07-03 23:24:57.003505,22814.6,EUR,CH,GB,sucursal,atm,0,Normal,23,3,3,7,14802.66984375,19505.427795265667,654.06,90854.63,64,10,4,0.4107538804036839,1,0,6,2,0,0.0,0,0,0.5585582206087646,0,1.0743104412684725,0,0.24220921703542372,1,0.940900693051527,0,0.0
TXN00006679,CUST000047,2025-06-19 22:08:57.003505,4110.95,EUR,ES,ES,web,pos,0,Normal,22,3,19,6,14563.28859375,20712.60540698934,564.29,99973.8,64,9,4,-0.5046365914796158,1,2,4,3,3,0.0,0,0,0.48470905037274853,0,0.983213774252777,0,0.0,0,0.015696313731689684,0,0.0
TXN00009539,CUST000104,2025-01-30 04:25:57.003505,134.32,EUR,ES,DE,sucursal,desktop,0,Normal,4,3,30,1,878.7486666666667,742.4299771714012,115.19,2937.85,45,5,4,-1.002692090236157,1,2,3,2,1,0.0,0,0,0.4614976476241663,0,0.9974581335127249,0,0.0,0,0.008838570854730221,0,0.0
TXN00007990,CUST000104,2026-01-10 08:35:57.003505,520.51,EUR,ES,GB,app,atm,0,Normal,8,5,10,1,878.7486666666667,742.4299771714012,115.19,2937.85,45,5,4,-0.4825218232014359,1,2,6,0,0,0.0,0,0,0.4511599339186333,0,1.0111669730173065,0,0.0,0,0.032802852078812714,0,0.0
TXN00005473,CUST000018,2025-03-04 21:43:57.003505,55.36,EUR,FR,IT,web,tablet,0,Normal,21,1,4,3,1260.8659574468084,4033.3930453795238,15.89,17120.41,47,4,4,-0.2988813496688356,1,3,8,3,4,0.0,0,0,0.4826441169806144,0,1.023207459195659,0,0.056660603361423034,0,0.06141774681156325,0,0.0
TXN00002465,CUST000086,2025-11-07 01:27:57.003505,1398.53,EUR,ES,GB,sucursal,desktop,0,Normal,1,4,7,11,5910.098163265306,4295.407110007479,1124.83,14315.23,49,6,4,-1.0503237636553446,1,2,6,2,1,0.0,0,0,0.44094413390208465,0,1.0031661462729702,0,0.0,0,0.0063747469109025475,0,0.0
TXN00006593,CUST000046,2025-11-11 22:22:57.003505,2865.31,GBP,GB,ES,web,pos,0,Normal,22,1,11,11,14390.02703125,20397.40065692597,666.14,92261.44,64,10,4,-0.5650091021167325,2,4,4,3,3,0.0,0,0,0.5216103372432401,0,1.0978535939521936,0,0.0,0,0.027839137861056,0,0.0
TXN00005571,CUST000006,2025-08-16 22:35:57.003505,149.52,EUR,FR,FR,app,mobile,0,Normal,22,5,16,8,5953.340833333334,18691.661854483864,13.39,88596.57,60,9,4,-0.3105032007429867,1,3,5,0,2,0.0,0,0,0.46312567072415056,0,0.981532402885572,0,0.0,1,0.7607044034198879,0,0.0
TXN00004016,CUST000167,2025-02-11 23:52:57.003505,4474.47,CHF,US,DE,app,tablet,0,Normal,23,1,11,2,5069.928793103448,3997.779061335983,1022.26,14648.94,58,6,4,-0.14894739899795986,0,6,3,0,4,0.0,0,0,0.5380318734655436,0,1.141335012313385,0,0.0,0,0.00998745313093231,0,0.0
TXN00002019,CUST000057,2025-08-13 21:05:57.003505,72.74,EUR,ES,FR,cajero,atm,0,Normal,21,2,13,8,180.91574074074074,140.8073723895602,11.53,490.57,54,3,4,-0.7682533814579428,1,2,5,1,0,0.0,0,0,0.4536614096106751,0,0.9897271437827776,0,0.0,0,0.017229331384034274,0,0.0
TXN00004820,CUST000101,2025-04-15 05:52:57.003505,30.75,EUR,FR,ES,cajero,atm,0,Normal,5,1,15,4,125.60097560975608,111.09659308018581,10.12,468.78,41,3,4,-0.8537703283801464,1,3,4,1,0,0.0,0,0,0.46484667263143237,0,1.0098742000586118,0,0.0,0,0.01655055885903701,0,0.0
TXN00005805,CUST000072,2025-04-14 03:41:57.003505,4868.21,USD,GB,US,cajero,tablet,0,Normal,3,0,14,4,5567.7047999999995,3639.3995975049706,1298.32,14110.12,50,6,4,-0.1922006037169826,3,4,14,1,4,0.0,0,0,0.5246146835692095,0,1.0652381037750394,0,0.0,0,0.07322881516147334,0,0.0
TXN00008329,CUST000169,2025-12-19 23:08:57.003505,253.29,EUR,DE,DE,sucursal,mobile,0,Normal,23,4,19,12,1003.1623076923078,777.0232421375961,108.39,2916.08,52,5,4,-0.9650577563990832,1,1,3,2,2,0.0,0,0,0.4735353687299471,0,1.0024236782816456,0,0.0,0,0.013872059041169968,0,0.0
TXN00009374,CUST000022,2025-08-02 07:15:57.003505,9851.52,EUR,IT,IT,cajero,pos,0,Normal,7,5,2,8,10301.100588235295,13087.105408488525,1670.97,67315.05,51,12,4,-0.03435294315802909,1,5,8,1,3,0.0,0,0,0.5294317860000947,0,1.059587771504881,0,0.253643934884192,1,0.5680517937639997,0,0.0
TXN00005181,CUST000088,2025-12-13 22:10:57.003505,1101.15,EUR,DE,ES,app,tablet,0,Normal,22,5,13,12,999.984909090909,775.2614145011627,168.78,2889.91,55,5,4,0.13049158501418978,1,1,4,0,4,0.0,0,0,0.478165052591138,0,1.020525960346326,0,0.0,0,0.01945683973687273,0,0.0
TXN00003507,CUST000091,2025-09-10 04:09:57.003505,6825.6,EUR,GB,CH,sucursal,atm,0,Normal,4,2,10,9,7200.981951219513,5225.722639258717,656.16,24278.3,41,6,4,-0.07183350075405603,1,4,1,2,0,0.0,0,0,0.47636430764293164,0,1.1199058576138134,0,0.0,0,0.0075648239033211965,0,0.0
TXN00006153,CUST000007,2025-11-11 17:54:57.003505,3757.01,EUR,DE,FR,cajero,desktop,0,Normal,17,1,11,11,13983.354109589041,17914.50554094098,1084.09,95095.19,73,10,4,-0.5708415499187174,1,1,5,1,1,0.0,0,0,0.5190306641995166,0,0.9972707519788895,0,0.008085106382978723,0,0.018049646422814,0,0.0
TXN00003898,CUST000052,2025-02-27 21:05:57.003505,52.7,EUR,ES,ES,sucursal,tablet,0,Normal,21,3,27,2,177.9474,132.6302616653853,34.91,487.78,50,3,4,-0.9443350068301408,1,2,4,2,4,0.0,0,0,0.4774109711311634,0,0.9899121881573194,0,0.0,0,0.007770390878514801,0,0.0
TXN00008339,CUST000069,2025-05-03 19:53:57.003505,15.12,EUR,FR,FR,sucursal,mobile,0,Normal,19,5,3,5,169.07313725490195,120.3676959236189,15.12,478.18,51,3,4,-1.279023701455343,1,3,5,2,2,0.0,0,0,0.4511622415786076,0,1.0004357310981198,0,0.0,0,0.022667904425263796,0,0.0
TXN00007426,CUST000042,2025-05-15 05:05:57.003505,4398.07,EUR,ES,US,web,tablet,0,Normal,5,3,15,5,10704.279047619048,15707.05132958625,1001.04,76105.74,63,9,4,-0.4014890455816493,1,2,14,3,4,0.0,0,0,0.5073692729866651,0,1.030486088409218,0,0.1076061100455944,0,0.1530946755909428,0,0.0
TXN00006382,CUST000156,2025-04-20 01:08:57.003505,116.86,EUR,FR,ES,cajero,mobile,0,Normal,1,6,20,4,105.78857142857143,88.03691067704752,12.77,375.54,56,3,4,0.12575893861477935,1,3,4,1,2,0.0,0,0,0.4648907456997334,0,1.0047371205861588,0,0.0,0,0.005508166473203037,0,0.0
TXN00002203,CUST000074,2025-03-29 03:19:57.003505,1463.75,EUR,IT,DE,app,atm,0,Normal,3,5,29,3,5339.021777777778,3544.830265405901,1289.22,14680.96,45,6,4,-1.0932178656065559,1,5,3,0,0,0.0,0,0,0.4966273487192661,0,1.082561100672983,0,0.006785714285714285,0,0.003244680403494515,0,0.0
TXN00007917,CUST000137,2026-01-16 02:27:57.003505,1607.5,EUR,FR,IT,web,mobile,0,Normal,2,4,16,1,911.4923636363636,700.4321115012415,100.69,2786.35,55,5,4,0.9936832191747959,1,3,8,3,2,0.0,0,0,0.45981470972844835,0,1.0322731675887304,0,0.0,0,0.0107207713049288,0,0.0
TXN00003906,CUST000088,2025-08-08 01:03:57.003505,1803.88,EUR,DE,ES,cajero,tablet,0,Normal,1,4,8,8,999.984909090909,775.2614145011627,168.78,2889.91,55,5,4,1.0369342196521136,1,1,4,1,4,0.0,0,0,0.47259023249127063,0,1.0304284874905747,0,0.0,0,0.012320811475959825,0,0.0
TXN00007020,CUST000133,2025-12-31 22:06:57.003505,262.97,EUR,IT,ES,web,mobile,0,Normal,22,2,31,12,145.8703846153846,109.73602561372553,11.7,462.02,52,3,4,1.067102746455455,1,5,4,3,2,0.0,0,0,0.5268361199036773,0,1.0921781356760234,0,0.0,0,0.0026889279276833523,0,0.0
TXN00008876,CUST000156,2025-03-18 04:50:57.003505,120.91,EUR,FR,ES,web,pos,0,Normal,4,1,18,3,105.78857142857143,88.03691067704752,12.77,375.54,56,3,4,0.17176236970805667,1,3,4,3,3,0.0,0,0,0.45505739344777374,0,1.0097341999770115,0,0.0,0,0.004261960431655887,0,0.0
TXN00003235,CUST000038,2025-12-09 22:06:57.003505,1040.83,EUR,ES,IT,cajero,pos,0,Normal,22,1,9,12,7141.748709677419,18776.16760796677,143.24,94991.86,62,10,4,-0.32492885857941833,1,2,8,1,3,0.0,0,0,0.4776214622794935,0,1.0128040550511987,0,0.08163615990542868,1,0.8155205805851775,0,0.0
TXN00006980,CUST000161,2025-07-06 22:24:57.003505,39.29,EUR,ES,FR,sucursal,pos,0,Normal,22,6,6,7,139.16267857142856,120.75959945266268,10.61,487.09,56,3,4,-0.8270371730037173,1,2,5,2,3,0.0,0,0,0.455849525624379,0,0.9959052396478908,0,0.0,0,0.015580276981486625,0,0.0
TXN00007372,CUST000017,2025-05-18 08:48:57.003505,4444.15,EUR,FR,FR,app,tablet,0,Normal,8,6,18,5,15977.346615384617,23735.85855892997,1012.73,95316.24,65,9,4,-0.4858975960892583,1,3,5,0,4,0.0,0,0,0.5196740445837121,0,1.0218905557793287,0,0.04606373809753034,0,0.03836224646344157,0,0.0
TXN00004665,CUST000087,2025-07-13 01:31:57.003505,279.97,EUR,ES,ES,sucursal,atm,0,Normal,1,6,13,7,1085.5852631578948,805.6519024148467,125.39,2969.7,57,5,4,-0.9999545209825774,1,2,4,2,0,0.0,0,0,0.46429567633065394,0,1.0181117269709126,0,0.0,0,0.01319458964348191,0,0.0
TXN00005443,CUST000127,2025-10-09 00:25:57.003505,4539.79,EUR,FR,DE,web,tablet,0,Normal,0,3,9,10,5175.683538461539,3408.1231986798057,1026.86,14073.5,65,6,4,-0.18658173463954625,1,3,3,3,4,0.0,0,0,0.45879476913201256,0,1.0254168525510967,0,0.0,0,0.0050227848904080274,0,0.0
TXN00007004,CUST000157,2026-01-06 01:52:57.003505,4587.82,EUR,IT,ES,cajero,pos,0,Normal,1,1,6,1,4468.6006,3061.342828385575,1001.7,14281.22,50,6,4,0.03894349853783864,1,5,4,1,3,0.0,0,0,0.46921383703347563,0,1.0321563743948194,0,0.0,0,0.015390190969768654,0,0.0
TXN00004806,CUST000187,2025-10-11 03:50:57.003505,1567.87,GBP,GB,ES,sucursal,pos,0,Normal,3,5,11,10,4876.589272727273,3027.9590817394396,1272.52,14739.26,55,6,4,-1.092722583864583,2,4,4,2,3,0.0,0,0,0.46921972936963424,0,1.0338378975728728,0,0.0,0,0.006580151048726018,0,0.0
TXN00000016,CUST000136,2025-05-23 05:37:57.003505,38.39,EUR,FR,IT,app,pos,0,Normal,5,4,23,5,156.8698245614035,118.19619667695422,10.52,475.76,57,3,4,-1.002399627822415,1,3,8,0,3,0.0,0,0,0.4626460918226443,0,1.0204087350890778,0,0.0,0,0.020468819372959333,0,0.0
